election_value,title
76440,2006 State Representative General Election Chittenden 2 District
76441,2006 State Representative General Election Chittenden 3-1 District
76442,2006 State Representative General Election Chittenden 3-2 District
76443,2006 State Representative General Election Chittenden 3-3 District
76444,2006 State Representative General Election Chittenden 3-4 District
76445,2006 State Representative General Election Chittenden 3-5 District
76446,2006 State Representative General Election Chittenden 3-6 District
76447,2006 State Representative General Election Chittenden 3-7 District
76448,2006 State Representative General Election Chittenden 3-8 District
76449,2006 State Representative General Election Chittenden 3-9 District
76450,2006 State Representative General Election Chittenden 3-10 District
76451,2006 State Representative General Election Chittenden 4 District
76452,2006 State Representative General Election Chittenden 5-1 District
76453,2006 State Representative General Election Chittenden 5-2 District
76454,2006 State Representative General Election Chittenden 6-1 District
76455,2006 State Representative General Election Chittenden 6-2 District
76456,2006 State Representative General Election Chittenden 6-3 District
76457,2006 State Representative General Election Chittenden 7-1 District
76458,2006 State Representative General Election Chittenden 7-2 District
76459,2006 State Representative General Election Chittenden 8 District
76460,2006 State Representative General Election Chittenden 9 District
76461,2006 State Representative General Election Essex-Caledonia District
76462,2006 State Representative General Election Essex-Caledonia-Orleans District
76463,2006 State Representative General Election Franklin 1 District
76464,2006 State Representative General Election Franklin 2 District
76465,2006 State Representative General Election Franklin 3 District
76466,2006 State Representative General Election Franklin 4 District
76467,2006 State Representative General Election Franklin 5 District
76468,2006 State Representative General Election Franklin 6 District
76469,2006 State Representative General Election Grand Isle-Chittenden 1 District
76470,2006 State Representative General Election Lamoille 1 District
76471,2006 State Representative General Election Lamoille 2 District
76472,2006 State Representative General Election Lamoille 3 District
76473,2006 State Representative General Election Lamoille 4 District
76474,2006 State Representative General Election Lamoille-Washington 1 District
76475,2006 State Representative General Election Orange 1 District
76476,2006 State Representative General Election Orange 2 District
76477,2006 State Representative General Election Orange-Addison 1 District
76478,2006 State Representative General Election Orange-Caledonia 1 District
76479,2006 State Representative General Election Orleans 1 District
76480,2006 State Representative General Election Orleans 2 District
76481,2006 State Representative General Election Orleans-Caledonia 1 District
76482,2006 State Representative General Election Orleans-Franklin 1 District
76483,2006 State Representative General Election Rutland 1-1 District
76484,2006 State Representative General Election Rutland 1-2 District
76485,2006 State Representative General Election Rutland 2 District
76486,2006 State Representative General Election Rutland 3 District
76487,2006 State Representative General Election Rutland 4 District
76488,2006 State Representative General Election Rutland 5-1 District
76489,2006 State Representative General Election Rutland 5-2 District
76490,2006 State Representative General Election Rutland 5-3 District
76491,2006 State Representative General Election Rutland 5-4 District
76492,2006 State Representative General Election Rutland 6 District
76493,2006 State Representative General Election Rutland 7 District
76494,2006 State Representative General Election Rutland 8 District
76495,2006 State Representative General Election Rutland-Windsor 1 District
76496,2006 State Representative General Election Washington 1 District
76497,2006 State Representative General Election Washington 2 District
76498,2006 State Representative General Election Washington 3-1 District
76499,2006 State Representative General Election Washington 3-2 District
76500,2006 State Representative General Election Washington 3-3 District
76501,2006 State Representative General Election Washington 4 District
76502,2006 State Representative General Election Washington 5 District
76503,2006 State Representative General Election Washington 6 District
76504,2006 State Representative General Election Washington 7 District
76505,2006 State Representative General Election Washington-Chittenden 1 District
76506,2006 State Representative General Election Windham 1 District
76507,2006 State Representative General Election Windham 2 District
76508,2006 State Representative General Election Windham 3-1 District
76509,2006 State Representative General Election Windham 3-2 District
76510,2006 State Representative General Election Windham 3-3 District
76511,2006 State Representative General Election Windham 4 District
76512,2006 State Representative General Election Windham 5 District
76513,2006 State Representative General Election Windham 6 District
76514,2006 State Representative General Election Windham-Bennington 1 District
76515,2006 State Representative General Election Windham-Bennington-Windsor 1 District
76516,2006 State Representative General Election Windsor 1-1 District
76517,2006 State Representative General Election Windsor 1-2 District
76518,2006 State Representative General Election Windsor 2 District
76519,2006 State Representative General Election Windsor 3 District
76520,2006 State Representative General Election Windsor 4 District
76521,2006 State Representative General Election Windsor 5 District
76522,2006 State Representative General Election Windsor 6-1 District
76523,2006 State Representative General Election Windsor 6-2 District
76524,2006 State Representative General Election Windsor-Orange 1 District
76525,2006 State Representative General Election Windsor-Orange 2 District
76526,2006 State Representative General Election Windsor-Rutland 1 District
76527,2006 State Representative General Election Windsor-Rutland 2 District
76690,2004 State Senator General Election Addison District
76691,2004 State Senator General Election Bennington District
76692,2004 State Senator General Election Caledonia District
76693,2004 State Senator General Election Chittenden District
76694,2004 State Senator General Election Essex-Orleans District
76695,2004 State Senator General Election Franklin District
76696,2004 State Senator General Election Grand Isle District
76697,2004 State Senator General Election Lamoille District
76698,2004 State Senator General Election Orange District
76699,2004 State Senator General Election Rutland District
76700,2004 State Senator General Election Washington District
76701,2004 State Senator General Election Windham District
76702,2004 State Senator General Election Windsor District
76703,2004 State Senator Democratic Primary Addison District
76704,2004 State Senator Democratic Primary Bennington District
76705,2004 State Senator Democratic Primary Caledonia District
76706,2004 State Senator Democratic Primary Chittenden District
76707,2004 State Senator Democratic Primary Essex-Orleans District
76708,2004 State Senator Democratic Primary Franklin District
76709,2004 State Senator Democratic Primary Grand Isle District
76710,2004 State Senator Democratic Primary Lamoille District
76711,2004 State Senator Democratic Primary Orange District
76712,2004 State Senator Democratic Primary Rutland District
76713,2004 State Senator Democratic Primary Washington District
76714,2004 State Senator Democratic Primary Windham District
76715,2004 State Senator Democratic Primary Windsor District
76716,2004 State Senator Republican Primary Addison District
76717,2004 State Senator Republican Primary Bennington District
76718,2004 State Senator Republican Primary Caledonia District
76719,2004 State Senator Republican Primary Chittenden District
76720,2004 State Senator Republican Primary Essex-Orleans District
76721,2004 State Senator Republican Primary Franklin District
76722,2004 State Senator Republican Primary Grand Isle District
76723,2004 State Senator Republican Primary Lamoille District
76724,2004 State Senator Republican Primary Orange District
76725,2004 State Senator Republican Primary Rutland District
76726,2004 State Senator Republican Primary Washington District
76727,2004 State Senator Republican Primary Windham District
76728,2004 State Senator Republican Primary Windsor District
76729,2004 State Representative General Election Addison 1 District
76730,2004 State Representative General Election Addison 2 District
76731,2004 State Representative General Election Addison 3 District
76732,2004 State Representative General Election Addison 4 District
76733,2004 State Representative General Election Addison 5 District
76734,2004 State Representative General Election Addison-Rutland 1 District
76735,2004 State Representative General Election Bennington 1 District
76736,2004 State Representative General Election Bennington 2-1 District
76737,2004 State Representative General Election Bennington 2-2 District
76738,2004 State Representative General Election Bennington 3 District
76739,2004 State Representative General Election Bennington 4 District
76740,2004 State Representative General Election Bennington 5 District
76741,2004 State Representative General Election Bennington-Rutland 1 District
76742,2004 State Representative General Election Caledonia 1 District
76743,2004 State Representative General Election Caledonia 2 District
76744,2004 State Representative General Election Caledonia 3 District
76745,2004 State Representative General Election Caledonia 4 District
76746,2004 State Representative General Election Caledonia-Washington 1 District
76747,2004 State Representative General Election Chittenden 1-1 District
76748,2004 State Representative General Election Chittenden 1-2 District
76749,2004 State Representative General Election Chittenden 2 District
76750,2004 State Representative General Election Chittenden 3-1 District
76751,2004 State Representative General Election Chittenden 3-2 District
76752,2004 State Representative General Election Chittenden 3-3 District
76753,2004 State Representative General Election Chittenden 3-4 District
76754,2004 State Representative General Election Chittenden 3-5 District
76755,2004 State Representative General Election Chittenden 3-6 District
76756,2004 State Representative General Election Chittenden 3-7 District
76757,2004 State Representative General Election Chittenden 3-8 District
76758,2004 State Representative General Election Chittenden 3-9 District
76759,2004 State Representative General Election Chittenden 3-10 District
76760,2004 State Representative General Election Chittenden 4 District
76761,2004 State Representative General Election Chittenden 5-1 District
76762,2004 State Representative General Election Chittenden 5-2 District
76763,2004 State Representative General Election Chittenden 6-1 District
76764,2004 State Representative General Election Chittenden 6-2 District
76765,2004 State Representative General Election Chittenden 6-3 District
76766,2004 State Representative General Election Chittenden 7-1 District
76767,2004 State Representative General Election Chittenden 7-2 District
76768,2004 State Representative General Election Chittenden 8 District
76769,2004 State Representative General Election Chittenden 9 District
76770,2004 State Representative General Election Essex-Caledonia District
76771,2004 State Representative General Election Essex-Caledonia-Orleans District
76772,2004 State Representative General Election Franklin 1 District
76773,2004 State Representative General Election Franklin 2 District
76774,2004 State Representative General Election Franklin 3 District
76775,2004 State Representative General Election Franklin 4 District
76776,2004 State Representative General Election Franklin 5 District
76777,2004 State Representative General Election Franklin 6 District
76778,2004 State Representative General Election Grand Isle-Chittenden 1 District
76779,2004 State Representative General Election Lamoille 1 District
76780,2004 State Representative General Election Lamoille 2 District
76781,2004 State Representative General Election Lamoille 3 District
76782,2004 State Representative General Election Lamoille 4 District
76783,2004 State Representative General Election Lamoille-Washington 1 District
76784,2004 State Representative General Election Orange 1 District
76785,2004 State Representative General Election Orange 2 District
76786,2004 State Representative General Election Orange-Addison 1 District
76787,2004 State Representative General Election Orange-Caledonia 1 District
76788,2004 State Representative General Election Orleans 1 District
76789,2004 State Representative General Election Orleans 2 District
76790,2004 State Representative General Election Orleans-Caledonia 1 District
76791,2004 State Representative General Election Orleans-Franklin 1 District
76792,2004 State Representative General Election Rutland 1-1 District
76793,2004 State Representative General Election Rutland 1-2 District
76794,2004 State Representative General Election Rutland 2 District
76795,2004 State Representative General Election Rutland 3 District
76796,2004 State Representative General Election Rutland 4 District
76797,2004 State Representative General Election Rutland 5-1 District
76798,2004 State Representative General Election Rutland 5-2 District
76799,2004 State Representative General Election Rutland 5-3 District
76800,2004 State Representative General Election Rutland 5-4 District
76801,2004 State Representative General Election Rutland 6 District
76802,2004 State Representative General Election Rutland 7 District
76803,2004 State Representative General Election Rutland 8 District
76804,2004 State Representative General Election Rutland-Windsor 1 District
76805,2004 State Representative General Election Washington 1 District
76806,2004 State Representative General Election Washington 2 District
76807,2004 State Representative General Election Washington 3-1 District
76808,2004 State Representative General Election Washington 3-2 District
76809,2004 State Representative General Election Washington 3-3 District
76810,2004 State Representative General Election Washington 4 District
76811,2004 State Representative General Election Washington 5 District
76812,2004 State Representative General Election Washington 6 District
76813,2004 State Representative General Election Washington 7 District
76814,2004 State Representative General Election Washington-Chittenden 1 District
76815,2004 State Representative General Election Windham 1 District
76816,2004 State Representative General Election Windham 2 District
76817,2004 State Representative General Election Windham 3-1 District
76818,2004 State Representative General Election Windham 3-2 District
76819,2004 State Representative General Election Windham 3-3 District
76820,2004 State Representative General Election Windham 4 District
76821,2004 State Representative General Election Windham 5 District
76822,2004 State Representative General Election Windham 6 District
76823,2004 State Representative General Election Windham-Bennington 1 District
76824,2004 State Representative General Election Windham-Bennington-Windsor 1 District
76825,2004 State Representative General Election Windsor 1-1 District
76826,2004 State Representative General Election Windsor 1-2 District
76827,2004 State Representative General Election Windsor 2 District
76828,2004 State Representative General Election Windsor 3 District
76829,2004 State Representative General Election Windsor 4 District
76830,2004 State Representative General Election Windsor 5 District
76831,2004 State Representative General Election Windsor 6-1 District
76832,2004 State Representative General Election Windsor 6-2 District
76833,2004 State Representative General Election Windsor-Orange 1 District
76834,2004 State Representative General Election Windsor-Orange 2 District
76835,2004 State Representative General Election Windsor-Rutland 1 District
76836,2004 State Representative General Election Windsor-Rutland 2 District
76837,2004 State Representative Democratic Primary Addison 1 District
76838,2004 State Representative Democratic Primary Addison 2 District
76839,2004 State Representative Democratic Primary Addison 3 District
76840,2004 State Representative Democratic Primary Addison 4 District
76841,2004 State Representative Democratic Primary Addison 5 District
76842,2004 State Representative Democratic Primary Addison-Rutland 1 District
76843,2004 State Representative Democratic Primary Bennington 1 District
76844,2004 State Representative Democratic Primary Bennington 2-1 District
76845,2004 State Representative Democratic Primary Bennington 2-2 District
76846,2004 State Representative Democratic Primary Bennington 3 District
76847,2004 State Representative Democratic Primary Bennington 4 District
76848,2004 State Representative Democratic Primary Bennington 5 District
76849,2004 State Representative Democratic Primary Bennington-Rutland 1 District
76850,2004 State Representative Democratic Primary Caledonia 1 District
76851,2004 State Representative Democratic Primary Caledonia 2 District
76852,2004 State Representative Democratic Primary Caledonia 3 District
76853,2004 State Representative Democratic Primary Caledonia 4 District
76854,2004 State Representative Democratic Primary Caledonia-Washington 1 District
76855,2004 State Representative Democratic Primary Chittenden 1-1 District
76856,2004 State Representative Democratic Primary Chittenden 1-2 District
76857,2004 State Representative Democratic Primary Chittenden 2 District
76858,2004 State Representative Democratic Primary Chittenden 3-1 District
76859,2004 State Representative Democratic Primary Chittenden 3-2 District
76860,2004 State Representative Democratic Primary Chittenden 3-3 District
76861,2004 State Representative Democratic Primary Chittenden 3-4 District
76862,2004 State Representative Democratic Primary Chittenden 5 District
76863,2004 State Representative Democratic Primary Chittenden 3-6 District
76864,2004 State Representative Democratic Primary Chittenden 3-7 District
76865,2004 State Representative Democratic Primary Chittenden 3-8 District
76866,2004 State Representative Democratic Primary Chittenden 3-9 District
76867,2004 State Representative Democratic Primary Chittenden 3-10 District
76868,2004 State Representative Democratic Primary Chittenden 4 District
76869,2004 State Representative Democratic Primary Chittenden 5-1 District
76870,2004 State Representative Democratic Primary Chittenden 5-2 District
76871,2004 State Representative Democratic Primary Chittenden 6-1 District
76872,2004 State Representative Democratic Primary Chittenden 6-2 District
76873,2004 State Representative Democratic Primary Chittenden 6-3 District
76874,2004 State Representative Democratic Primary Chittenden 7-1 District
76875,2004 State Representative Democratic Primary Chittenden 7-2 District
76876,2004 State Representative Democratic Primary Chittenden 8 District
76877,2004 State Representative Democratic Primary Chittenden 9 District
76878,2004 State Representative Democratic Primary Essex-Caledonia District
76879,2004 State Representative Democratic Primary Essex-Caledonia-Orleans District
76880,2004 State Representative Democratic Primary Franklin 1 District
76881,2004 State Representative Democratic Primary Franklin 2 District
76882,2004 State Representative Democratic Primary Franklin 3 District
76883,2004 State Representative Democratic Primary Franklin 4 District
76884,2004 State Representative Democratic Primary Franklin 5 District
76885,2004 State Representative Democratic Primary Franklin 6 District
76886,2004 State Representative Democratic Primary Grand Isle-Chittenden 1 District
76887,2004 State Representative Democratic Primary Lamoille 1 District
76888,2004 State Representative Democratic Primary Lamoille 2 District
76889,2004 State Representative Democratic Primary Lamoille 3 District
76890,2004 State Representative Democratic Primary Lamoille 4 District
76891,2004 State Representative Democratic Primary Lamoille-Washington 1 District
76892,2004 State Representative Democratic Primary Orange 1 District
76893,2004 State Representative Democratic Primary Orange 2 District
76894,2004 State Representative Democratic Primary Orange-Addison 1 District
76895,2004 State Representative Democratic Primary Orange-Caledonia 1 District
76896,2004 State Representative Democratic Primary Windsor-Orange 2 District
76897,2004 State Representative Democratic Primary Orleans 1 District
76898,2004 State Representative Democratic Primary Orleans 2 District
76899,2004 State Representative Democratic Primary Orleans-Caledonia 1 District
76900,2004 State Representative Democratic Primary Orleans-Franklin 1 District
76901,2004 State Representative Democratic Primary Rutland 1-1 District
76902,2004 State Representative Democratic Primary Rutland 1-2 District
76903,2004 State Representative Democratic Primary Rutland 2 District
76904,2004 State Representative Democratic Primary Rutland 3 District
76905,2004 State Representative Democratic Primary Rutland 4 District
76906,2004 State Representative Democratic Primary Rutland 5-1 District
76907,2004 State Representative Democratic Primary Rutland 5-2 District
76908,2004 State Representative Democratic Primary Rutland 5-3 District
76909,2004 State Representative Democratic Primary Rutland 5-4 District
76910,2004 State Representative Democratic Primary Rutland 6 District
76911,2004 State Representative Democratic Primary Rutland 7 District
76912,2004 State Representative Democratic Primary Rutland 8 District
76913,2004 State Representative Democratic Primary Rutland-Windsor 1 District
76914,2004 State Representative Democratic Primary Washington 1 District
76915,2004 State Representative Democratic Primary Washington 2 District
76916,2004 State Representative Democratic Primary Washington 3-1 District
76917,2004 State Representative Democratic Primary Washington 3-2 District
76918,2004 State Representative Democratic Primary Washington 4 District
76919,2004 State Representative Democratic Primary Washington 5 District
76920,2004 State Representative Democratic Primary Washington 6 District
76921,2004 State Representative Democratic Primary Washington 7 District
76922,2004 State Representative Democratic Primary Washington-Chittenden 1 District
76923,2004 State Representative Democratic Primary Windham 1 District
76924,2004 State Representative Democratic Primary Windham 2 District
76925,2004 State Representative Democratic Primary Windham 3-1 District
76926,2004 State Representative Democratic Primary Windham 3-2 District
76927,2004 State Representative Democratic Primary Windham 4 District
76928,2004 State Representative Democratic Primary Windham 5 District
76929,2004 State Representative Democratic Primary Windham 6 District
76930,2004 State Representative Democratic Primary Windham-Bennington 1 District
76931,2004 State Representative Democratic Primary Windham-Bennington-Windsor 1 District
76932,2004 State Representative Democratic Primary Windsor 1-1 District
76933,2004 State Representative Democratic Primary Windsor 1-2 District
76934,2004 State Representative Democratic Primary Windsor 2 District
76935,2004 State Representative Democratic Primary Windsor 3 District
76936,2004 State Representative Democratic Primary Windsor 4 District
76937,2004 State Representative Democratic Primary Windsor 5 District
76938,2004 State Representative Democratic Primary Windsor 6-1 District
76939,2004 State Representative Democratic Primary Windsor 6-2 District
76940,2004 State Representative Democratic Primary Windsor-Orange 1 District
76941,2004 State Representative Democratic Primary Windsor-Rutland 1 District
76942,2004 State Representative Democratic Primary Windsor-Rutland 2 District
76943,2004 State Representative Republican Primary Addison 1 District
76944,2004 State Representative Republican Primary Addison 2 District
76945,2004 State Representative Republican Primary Addison 3 District
76946,2004 State Representative Republican Primary Addison 4 District
76947,2004 State Representative Republican Primary Addison 5 District
76948,2004 State Representative Republican Primary Addison-Rutland 1 District
76949,2004 State Representative Republican Primary Bennington 1 District
76950,2004 State Representative Republican Primary Bennington 2-1 District
76951,2004 State Representative Republican Primary Bennington 2-2 District
76952,2004 State Representative Republican Primary Bennington 3 District
76953,2004 State Representative Republican Primary Bennington 4 District
76954,2004 State Representative Republican Primary Bennington 5 District
76955,2004 State Representative Republican Primary Bennington-Rutland 1 District
76956,2004 State Representative Republican Primary Caledonia 1 District
76957,2004 State Representative Republican Primary Caledonia 2 District
76958,2004 State Representative Republican Primary Caledonia 3 District
76959,2004 State Representative Republican Primary Caledonia 4 District
76960,2004 State Representative Republican Primary Caledonia-Washington 1 District
76961,2004 State Representative Republican Primary Chittenden 1-1 District
76962,2004 State Representative Republican Primary Chittenden 1-2 District
76963,2004 State Representative Republican Primary Chittenden 2 District
76964,2004 State Representative Republican Primary Chittenden 3-1 District
76965,2004 State Representative Republican Primary Chittenden 3-2 District
76966,2004 State Representative Republican Primary Chittenden 3-3 District
76967,2004 State Representative Republican Primary Chittenden 3-4 District
76968,2004 State Representative Republican Primary Chittenden 3-5 District
76969,2004 State Representative Republican Primary Chittenden 3-6 District
76970,2004 State Representative Republican Primary Chittenden 3-7 District
76971,2004 State Representative Republican Primary Chittenden 3-8 District
76972,2004 State Representative Republican Primary Chittenden 3-9 District
76973,2004 State Representative Republican Primary Chittenden 3-10 District
76974,2004 State Representative Republican Primary Chittenden 4 District
76975,2004 State Representative Republican Primary Chittenden 5 District
76976,2004 State Representative Republican Primary Chittenden 5-2 District
76977,2004 State Representative Republican Primary Chittenden 6-1 District
76978,2004 State Representative Republican Primary Chittenden 6-2 District
76979,2004 State Representative Republican Primary Chittenden 6-3 District
76980,2004 State Representative Republican Primary Chittdenden 7-1 District
76981,2004 State Representative Republican Primary Chittdenden 7-2 District
76982,2004 State Representative Republican Primary Chittdenden 8 District
76983,2004 State Representative Republican Primary Chittenden 9 District
76984,2004 State Representative Republican Primary Essex-Caledonia District
76985,2004 State Representative Republican Primary Essex-Caldeonia-Orleans District
76986,2004 State Representative Republican Primary Franklin 1 District
76987,2004 State Representative Republican Primary Franklin 2 District
76988,2004 State Representative Republican Primary Franklin 3 District
76989,2004 State Representative Republican Primary Franklin 4 District
76990,2004 State Representative Republican Primary Franklin 5 District
76991,2004 State Representative Republican Primary Franklin 6 District
76992,2004 State Representative Republican Primary Grand Isle-Chittenden 1 District
76993,2004 State Representative Republican Primary Lamoille 1 District
76994,2004 State Representative Republican Primary Lamoille 2 District
76995,2004 State Representative Republican Primary Lamoille 3 District
76996,2004 State Representative Republican Primary Lamoille 4 District
76997,2004 State Representative Republican Primary Lamoille-Washington 1 District
76998,2004 State Representative Republican Primary Orange 1 District
76999,2004 State Representative Republican Primary Orange 2 District
77000,2004 State Representative Republican Primary Orange-Addison 1 District
77001,2004 State Representative Republican Primary Orange-Caledonia 1 District
77002,2004 State Representative Republican Primary Windsor-Orange 2 District
77003,2004 State Representative Republican Primary Orleans 1 District
77004,2004 State Representative Republican Primary Orleans 2 District
77005,2004 State Representative Republican Primary Orleans-Caledonia 1 District
77006,2004 State Representative Republican Primary Orleans-Franklin 1 District
77007,2004 State Representative Republican Primary Rutland 1-1 District
77008,2004 State Representative Republican Primary Rutland 1-2 District
77009,2004 State Representative Republican Primary Rutland 2 District
77010,2004 State Representative Republican Primary Rutland 3 District
77011,2004 State Representative Republican Primary Rutland 4 District
77012,2004 State Representative Republican Primary Rutland 5-1 District
77013,2004 State Representative Republican Primary Rutland 5-2 District
77014,2004 State Representative Republican Primary Rutland 5-3 District
77015,2004 State Representative Republican Primary Rutland 5-4 District
77016,2004 State Representative Republican Primary Rutland 6 District
77017,2004 State Representative Republican Primary Rutland 7 District
77018,2004 State Representative Republican Primary Rutland 8 District
77019,2004 State Representative Republican Primary Rutland-Windsor 1 District
77020,2004 State Representative Republican Primary Washington 2 District
77021,2004 State Representative Republican Primary Washington 3-1 District
77022,2004 State Representative Republican Primary Washington 3-2 District
77023,2004 State Representative Republican Primary Washington 3-3 District
77024,2004 State Representative Republican Primary Washington 4 District
77025,2004 State Representative Republican Primary Washington 5 District
77026,2004 State Representative Republican Primary Washington 6 District
77027,2004 State Representative Republican Primary Washington 7 District
77028,2004 State Representative Republican Primary Washington-Chittenden 1 District
77029,2004 State Representative Republican Primary Windham 1 District
77030,2004 State Representative Republican Primary Windham 2 District
77031,2004 State Representative Republican Primary Windham 3-1 District
77032,2004 State Representative Republican Primary Windham 3-2 District
77033,2004 State Representative Republican Primary Windham 4 District
77034,2004 State Representative Republican Primary Windham 5 District
77035,2004 State Representative Republican Primary Windham 6 District
77036,2004 State Representative Republican Primary Windham-Bennington 1 District
77037,2004 State Representative Republican Primary Windham Bennington Windosr 1 District
77038,2004 State Representative Republican Primary Windsor 1-1 District
77039,2004 State Representative Republican Primary Windsor 1-2 District
77040,2004 State Representative Republican Primary Windsor 2 District
77041,2004 State Representative Republican Primary Windsor 3 District
77042,2004 State Representative Republican Primary Windsor 4 District
77043,2004 State Representative Republican Primary Windsor 5 District
77044,2004 State Representative Republican Primary Windsor 6-1 District
77045,2004 State Representative Republican Primary Windsor 6-2 District
77046,2004 State Representative Republican Primary Windsor-Orange 1 District
77047,2004 State Representative Republican Primary Windsor-Rutland 1 District
77048,2004 State Representative Republican Primary Windsor-Rutland 2 District
77049,2002 State Representative General Election Addison 1 District
77050,2002 State Representative General Election Addison 2 District
77051,2002 State Representative General Election Addison 3 District
77052,2002 State Representative General Election Addison 4 District
77053,2002 State Representative General Election Addison 5 District
77054,2002 State Representative General Election Addison-Rutland 1 District
77055,2002 State Representative General Election Bennington 1 District
77056,2002 State Representative General Election Bennington 2-1 District
77057,2002 State Representative General Election Bennington 2-2 District
77058,2002 State Representative General Election Bennington 3 District
77059,2002 State Representative General Election Bennington 4 District
77060,2002 State Representative General Election Bennington 5 District
77061,2002 State Representative General Election Bennington-Rutland 1 District
77062,2002 State Representative General Election Caledonia 1 District
77063,2002 State Representative General Election Caledonia 2 District
77064,2002 State Representative General Election Caledonia 3 District
77065,2002 State Representative General Election Caledonia 4 District
77066,2002 State Representative General Election Caledonia-Washington 1 District
77067,2002 State Representative General Election Chittenden 1-1 District
77068,2002 State Representative General Election Chittenden 1-2 District
77069,2002 State Representative General Election Chittenden 2 District
77070,2002 State Representative General Election Chittenden 3-1 District
77071,2002 State Representative General Election Chittenden 3-2 District
77072,2002 State Representative General Election Chittenden 3-3 District
77073,2002 State Representative General Election Chittenden 3-4 District
77074,2002 State Representative General Election Chittenden 3-5 District
77075,2002 State Representative General Election Chittenden 3-6 District
77076,2002 State Representative General Election Chittenden 3-7 District
77077,2002 State Representative General Election Chittenden 3-8 District
77078,2002 State Representative General Election Chittenden 3-9 District
77079,2002 State Representative General Election Chittenden 3-10 District
77080,2002 State Representative General Election Chittenden 4 District
77081,2002 State Representative General Election Chittenden 5-1 District
77082,2002 State Representative General Election Chittenden 5-2 District
77083,2002 State Representative General Election Shelburne 5-2 District
77084,2002 State Representative General Election Chittenden 6-1 District
77085,2002 State Representative General Election Chittenden 6-2 District
77086,2002 State Representative General Election Chittenden 6-3 District
77087,2002 State Representative General Election Chittenden 7-1 District
77088,2002 State Representative General Election Chittenden 7-2 District
77089,2002 State Representative General Election Chittenden 8 District
77090,2002 State Representative General Election Chittenden 9 District
77091,2002 State Representative General Election Essex-Caledonia District
77092,2002 State Representative General Election Essex-Caledonia-Orleans District
77093,2002 State Representative General Election Franklin 1 District
77094,2002 State Representative General Election Franklin 2 District
77095,2002 State Representative General Election Franklin 3 District
77096,2002 State Representative General Election Franklin 4 District
77097,2002 State Representative General Election Franklin 5 District
77098,2002 State Representative General Election Franklin 6 District
77099,2002 State Representative General Election Grand Isle-Chittenden 1 District
77100,2002 State Representative General Election Lamoille 1 District
77101,2002 State Representative General Election Lamoille 2 District
77102,2002 State Representative General Election Lamoille 3 District
77103,2002 State Representative General Election Lamoille 4 District
77104,2002 State Representative General Election Lamoille-Washington 1 District
77105,2002 State Representative General Election Orange 1 District
77106,2002 State Representative General Election Orange 2 District
77107,2002 State Representative General Election Orange-Addison 1 District
77108,2002 State Representative General Election Orange-Caledonia 1 District
77109,2002 State Representative General Election Orleans 1 District
77110,2002 State Representative General Election Orleans 2 District
77111,2002 State Representative General Election Orleans-Caledonia 1 District
77112,2002 State Representative General Election Orleans-Franklin 1 District
77113,2002 State Representative General Election Rutland 1-1 District
77114,2002 State Representative General Election Rutland 1-2 District
77115,2002 State Representative General Election Rutland 2 District
77116,2002 State Representative General Election Rutland 3 District
77117,2002 State Representative General Election Rutland 4 District
77118,2002 State Representative General Election Rutland 5-1 District
77119,2002 State Representative General Election Rutland 5-2 District
77120,2002 State Representative General Election Rutland 5-3 District
77121,2002 State Representative General Election Rutland 5-4 District
77122,2002 State Representative General Election Rutland 6 District
77123,2002 State Representative General Election Rutland 7 District
77124,2002 State Representative General Election Rutland 8 District
77125,2002 State Representative General Election Rutland-Windsor 1 District
77126,2002 State Representative General Election Washington 1 District
77127,2002 State Representative General Election Washington 2 District
77128,2002 State Representative General Election Washington 3-1 District
77129,2002 State Representative General Election Washington 3-2 District
77130,2002 State Representative General Election Washington 3-3 District
77131,2002 State Representative General Election Washington 4 District
77132,2002 State Representative General Election Washington 5 District
77133,2002 State Representative General Election Washington 6 District
77134,2002 State Representative General Election Washington 7 District
77135,2002 State Representative General Election Washington-Chittenden 1 District
77136,2002 State Representative General Election Windham 1 District
77137,2002 State Representative General Election Windham 2 District
77138,2002 State Representative General Election Windham 3-1 District
77139,2002 State Representative General Election Windham 3-2 District
77140,2002 State Representative General Election Windham 3-3 District
77141,2002 State Representative General Election Windham 4 District
77142,2002 State Representative General Election Windham 5 District
77143,2002 State Representative General Election Windham 6 District
77144,2002 State Representative General Election Windham-Bennington 1 District
77145,2002 State Representative General Election Windham-Bennington-Windsor 1 District
77146,2002 State Representative General Election Windsor 1-1 District
77147,2002 State Representative General Election Windsor 1-2 District
77148,2002 State Representative General Election Windsor 2 District
77149,2002 State Representative General Election Windsor 3 District
77150,2002 State Representative General Election Windsor 4 District
77151,2002 State Representative General Election Windsor 5 District
77152,2002 State Representative General Election Windsor 6-1 District
77153,2002 State Representative General Election Windsor 6-2 District
77154,2002 State Representative General Election Windsor-Orange 1 District
77155,2002 State Representative General Election Windsor-Orange 2 District
77156,2002 State Representative General Election Windsor-Rutland 1 District
77157,2002 State Representative General Election Windsor-Rutland 2 District
77158,2000 State Representative General Election Addison 1 District
77159,2000 State Representative General Election Addison 2 District
77160,2000 State Representative General Election Addison 3 District
77161,2000 State Representative General Election Addison 4-1 District
77162,2000 State Representative General Election Addison 4-2 District
77163,2000 State Representative General Election Addison-Rutland 1 District
77164,2000 State Representative General Election Addison-Rutland 2 District
