"","election_value","title"
"51448",51448,NA
"51449",51449,NA
"51450",51450,NA
"51451",51451,NA
"51452",51452,NA
"51453",51453,NA
"51454",51454,NA
"51455",51455,NA
"51456",51456,NA
"51457",51457,NA
"51458",51458,NA
"51459",51459,NA
"51460",51460,NA
"51461",51461,NA
"51462",51462,NA
"51463",51463,NA
"51464",51464,NA
"51465",51465,NA
"51466",51466,NA
"51467",51467,NA
"51468",51468,NA
"51469",51469,NA
"51470",51470,NA
"51471",51471,NA
"51472",51472,NA
"51473",51473,NA
"51474",51474,NA
"51475",51475,NA
"51476",51476,NA
"51477",51477,NA
"51478",51478,NA
"51479",51479,NA
"51480",51480,NA
"51481",51481,NA
"51482",51482,NA
"51483",51483,NA
"51484",51484,NA
"51485",51485,NA
"51486",51486,NA
"51487",51487,NA
"51488",51488,NA
"51489",51489,NA
"51490",51490,NA
"51491",51491,NA
"51492",51492,NA
"51493",51493,NA
"51494",51494,NA
"51495",51495,NA
"51496",51496,NA
"51497",51497,NA
"51498",51498,NA
"51499",51499,NA
"51500",51500,NA
"51501",51501,NA
"51502",51502,NA
"51503",51503,NA
"51504",51504,NA
"51505",51505,NA
"51506",51506,NA
"51507",51507,NA
"51508",51508,NA
"51509",51509,NA
"51510",51510,NA
"51511",51511,NA
"51512",51512,NA
"51513",51513,NA
"51514",51514,NA
"51515",51515,NA
"51516",51516,NA
"51517",51517,NA
"51518",51518,NA
"51519",51519,NA
"51520",51520,NA
"51521",51521,NA
"51522",51522,NA
"51523",51523,NA
"51524",51524,NA
"51525",51525,NA
"51526",51526,NA
"51527",51527,NA
"51528",51528,NA
"51529",51529,NA
"51530",51530,NA
"51531",51531,NA
"51532",51532,NA
"51533",51533,NA
"51534",51534,NA
"51535",51535,NA
"51536",51536,NA
"51537",51537,NA
"51538",51538,NA
"51539",51539,NA
"51540",51540,NA
"51541",51541,NA
"51542",51542,NA
"51543",51543,NA
"51544",51544,NA
"51545",51545,NA
"51546",51546,NA
"51547",51547,NA
"51548",51548,NA
"51549",51549,NA
"51550",51550,NA
"51551",51551,NA
"51552",51552,NA
"51553",51553,NA
"51554",51554,NA
"51555",51555,NA
"51556",51556,NA
"51557",51557,NA
"51558",51558,NA
"51559",51559,NA
"51560",51560,NA
"51561",51561,NA
"51562",51562,NA
"51563",51563,NA
"51564",51564,NA
"51565",51565,NA
"51566",51566,NA
"51567",51567,NA
"51568",51568,NA
"51569",51569,NA
"51570",51570,NA
"51571",51571,NA
"51572",51572,NA
"51573",51573,NA
"51574",51574,NA
"51575",51575,NA
"51576",51576,NA
"51577",51577,NA
"51578",51578,NA
"51579",51579,NA
"51580",51580,NA
"51581",51581,NA
"51582",51582,NA
"51583",51583,NA
"51584",51584,NA
"51585",51585,NA
"51586",51586,NA
"51587",51587,NA
"51588",51588,NA
"51589",51589,NA
"51590",51590,NA
"51591",51591,NA
"51592",51592,NA
"51593",51593,NA
"51594",51594,NA
"51595",51595,NA
"51596",51596,NA
"51597",51597,NA
"51598",51598,NA
"51599",51599,NA
"51600",51600,NA
"51601",51601,NA
"51602",51602,NA
"51603",51603,NA
"51604",51604,NA
"51605",51605,NA
"51606",51606,NA
"51607",51607,NA
"51608",51608,NA
"51609",51609,NA
"51610",51610,NA
"51611",51611,NA
"51612",51612,NA
"51613",51613,NA
"51614",51614,NA
"51615",51615,NA
"51616",51616,NA
"51617",51617,NA
"51618",51618,NA
"51619",51619,NA
"51620",51620,NA
"51621",51621,NA
"51622",51622,NA
"51623",51623,NA
"51624",51624,NA
"51625",51625,NA
"51626",51626,NA
"51627",51627,NA
"51628",51628,NA
"51629",51629,NA
"51630",51630,NA
"51631",51631,NA
"51632",51632,NA
"51633",51633,NA
"51634",51634,NA
"51635",51635,NA
"51636",51636,NA
"51637",51637,NA
"51638",51638,NA
"51639",51639,NA
"51640",51640,NA
"51641",51641,NA
"51642",51642,NA
"51643",51643,NA
"51644",51644,NA
"51645",51645,NA
"51646",51646,NA
"51647",51647,NA
"51648",51648,NA
"51649",51649,NA
"51650",51650,NA
"51651",51651,NA
"51652",51652,NA
"51653",51653,NA
"51654",51654,NA
"51655",51655,NA
"51656",51656,NA
"51657",51657,NA
"51658",51658,NA
"51659",51659,NA
"51660",51660,NA
"51661",51661,NA
"51662",51662,NA
"51663",51663,NA
"51664",51664,NA
"51665",51665,NA
"51666",51666,NA
"51667",51667,NA
"51668",51668,NA
"51669",51669,NA
"51670",51670,NA
"51671",51671,NA
"51672",51672,NA
"51673",51673,NA
"51674",51674,NA
"51675",51675,NA
"51676",51676,NA
"51677",51677,NA
"51678",51678,NA
"51679",51679,NA
"51680",51680,NA
"51681",51681,NA
"51682",51682,NA
"51683",51683,NA
"51684",51684,NA
"51685",51685,NA
"51686",51686,NA
"51687",51687,NA
"51688",51688,NA
"51689",51689,NA
"51690",51690,NA
"51691",51691,NA
"51692",51692,NA
"51693",51693,NA
"51694",51694,NA
"51695",51695,NA
"51696",51696,NA
"51697",51697,NA
"51698",51698,NA
"51699",51699,NA
"51700",51700,NA
"51701",51701,NA
"51702",51702,NA
"51703",51703,NA
"51704",51704,NA
"51705",51705,NA
"51706",51706,NA
"51707",51707,NA
"51708",51708,NA
"51709",51709,NA
"51710",51710,NA
"51711",51711,NA
"51712",51712,NA
"51713",51713,NA
"51714",51714,NA
"51715",51715,NA
"51716",51716,NA
"51717",51717,NA
"51718",51718,NA
"51719",51719,NA
"51720",51720,NA
"51721",51721,NA
"51722",51722,NA
"51723",51723,NA
"51724",51724,NA
"51725",51725,NA
"51726",51726,NA
"51727",51727,NA
"51728",51728,NA
"51729",51729,NA
"51730",51730,NA
"51731",51731,NA
"51732",51732,NA
"51733",51733,NA
"51734",51734,NA
"51735",51735,NA
"51736",51736,NA
"51737",51737,NA
"51738",51738,NA
"51739",51739,NA
"51740",51740,NA
"51741",51741,NA
"51742",51742,NA
"51743",51743,NA
"51744",51744,NA
"51745",51745,NA
"51746",51746,NA
"51747",51747,NA
"51748",51748,NA
"51749",51749,NA
"51750",51750,NA
"51751",51751,NA
"51752",51752,NA
"51753",51753,NA
"51754",51754,NA
"51755",51755,NA
"51756",51756,NA
"51757",51757,NA
"51758",51758,NA
"51759",51759,NA
"51760",51760,NA
"51761",51761,NA
"51762",51762,NA
"51763",51763,NA
"51764",51764,NA
"51765",51765,NA
"51766",51766,NA
"51767",51767,NA
"51768",51768,NA
"51769",51769,NA
"51770",51770,NA
"51771",51771,NA
"51772",51772,NA
"51773",51773,NA
"51774",51774,NA
"51775",51775,NA
"51776",51776,NA
"51777",51777,NA
"51778",51778,NA
"51779",51779,NA
"51780",51780,NA
"51781",51781,NA
"51782",51782,NA
"51783",51783,NA
"51784",51784,NA
"51785",51785,NA
"51786",51786,NA
"51787",51787,NA
"51788",51788,NA
"51789",51789,NA
"51790",51790,NA
"51791",51791,NA
"51792",51792,NA
"51793",51793,NA
"51794",51794,NA
"51795",51795,NA
"51796",51796,NA
"51797",51797,NA
"51798",51798,NA
"51799",51799,NA
"51800",51800,NA
"51801",51801,NA
"51802",51802,NA
"51803",51803,NA
"51804",51804,NA
"51805",51805,NA
"51806",51806,NA
"51807",51807,NA
"51808",51808,NA
"51809",51809,NA
"51810",51810,NA
"51811",51811,NA
"51812",51812,NA
"51813",51813,NA
"51814",51814,NA
"51815",51815,NA
"51816",51816,NA
"51817",51817,NA
"51818",51818,NA
"51819",51819,NA
"51820",51820,NA
"51821",51821,NA
"51822",51822,NA
"51823",51823,NA
"51824",51824,NA
"51825",51825,NA
"51826",51826,NA
"51827",51827,NA
"51828",51828,NA
"51829",51829,NA
"51830",51830,NA
"51831",51831,NA
"51832",51832,NA
"51833",51833,NA
"51834",51834,NA
"51835",51835,NA
"51836",51836,NA
"51837",51837,NA
"51838",51838,NA
"51839",51839,NA
"51840",51840,NA
"51841",51841,NA
"51842",51842,NA
"51843",51843,NA
"51844",51844,NA
"51845",51845,NA
"51846",51846,NA
"51847",51847,NA
"51848",51848,NA
"51849",51849,NA
"51850",51850,NA
"51851",51851,NA
"51852",51852,NA
"51853",51853,NA
"51854",51854,NA
"51855",51855,NA
"51856",51856,NA
"51857",51857,NA
"51858",51858,NA
"51859",51859,NA
"51860",51860,NA
"51861",51861,NA
"51862",51862,NA
"51863",51863,NA
"51864",51864,NA
"51865",51865,NA
"51866",51866,NA
"51867",51867,NA
"51868",51868,NA
"51869",51869,NA
"51870",51870,NA
"51871",51871,NA
"51872",51872,NA
"51873",51873,NA
"51874",51874,NA
"51875",51875,NA
"51876",51876,NA
"51877",51877,NA
"51878",51878,NA
"51879",51879,NA
"51880",51880,NA
"51881",51881,NA
"51882",51882,NA
"51883",51883,NA
"51884",51884,NA
"51885",51885,NA
"51886",51886,NA
"51887",51887,NA
"51888",51888,NA
"51889",51889,NA
"51890",51890,NA
"51891",51891,NA
"51892",51892,NA
"51893",51893,NA
"51894",51894,NA
"51895",51895,NA
"51896",51896,NA
"51897",51897,NA
"51898",51898,NA
"51899",51899,NA
"51900",51900,NA
"51901",51901,NA
"51902",51902,NA
"51903",51903,NA
"51904",51904,NA
"51905",51905,NA
"51906",51906,NA
"51907",51907,NA
"51908",51908,NA
"51909",51909,NA
"51910",51910,NA
"51911",51911,NA
"51912",51912,NA
"51913",51913,NA
"51914",51914,NA
"51915",51915,NA
"51916",51916,NA
"51917",51917,NA
"51918",51918,NA
"51919",51919,NA
"51920",51920,NA
"51921",51921,NA
"51922",51922,NA
"51923",51923,NA
"51924",51924,NA
"51925",51925,NA
"51926",51926,NA
"51927",51927,NA
"51928",51928,NA
"51929",51929,NA
"51930",51930,NA
"51931",51931,NA
"51932",51932,NA
"51933",51933,NA
"51934",51934,NA
"51935",51935,NA
"51936",51936,NA
"51937",51937,NA
"51938",51938,NA
"51939",51939,NA
"51940",51940,NA
"51941",51941,NA
"51942",51942,NA
"51943",51943,NA
"51944",51944,NA
"51945",51945,NA
"51946",51946,NA
"51947",51947,NA
"51948",51948,NA
"51949",51949,NA
"51950",51950,NA
"51951",51951,NA
"51952",51952,NA
"51953",51953,NA
"51954",51954,NA
"51955",51955,NA
"51956",51956,NA
"51957",51957,NA
"51958",51958,NA
"51959",51959,NA
"51960",51960,NA
"51961",51961,NA
"51962",51962,NA
"51963",51963,NA
"51964",51964,NA
"51965",51965,NA
"51966",51966,NA
"51967",51967,NA
"51968",51968,NA
"51969",51969,NA
"51970",51970,NA
"51971",51971,NA
"51972",51972,NA
"51973",51973,NA
"51974",51974,NA
"51975",51975,NA
"51976",51976,NA
"51977",51977,NA
"51978",51978,NA
"51979",51979,NA
"51980",51980,NA
"51981",51981,NA
"51982",51982,NA
"51983",51983,NA
"51984",51984,NA
"51985",51985,NA
"51986",51986,NA
"51987",51987,NA
"51988",51988,NA
"51989",51989,NA
"51990",51990,NA
"51991",51991,NA
"51992",51992,NA
"51993",51993,NA
"51994",51994,NA
"51995",51995,NA
"51996",51996,NA
"51997",51997,NA
"51998",51998,NA
"51999",51999,NA
"52000",52000,NA
"52001",52001,NA
"52002",52002,NA
"52003",52003,NA
"52004",52004,NA
"52005",52005,NA
"52006",52006,NA
"52007",52007,NA
"52008",52008,NA
"52009",52009,NA
"52010",52010,NA
"52011",52011,NA
"52012",52012,NA
"52013",52013,NA
"52014",52014,NA
"52015",52015,NA
"52016",52016,NA
"52017",52017,NA
"52018",52018,NA
"52019",52019,NA
"52020",52020,NA
"52021",52021,NA
"52022",52022,NA
"52023",52023,NA
"52024",52024,NA
"52025",52025,NA
"52026",52026,NA
"52027",52027,NA
"52028",52028,NA
"52029",52029,NA
"52030",52030,NA
"52031",52031,NA
"52032",52032,NA
"52033",52033,NA
"52034",52034,NA
"52035",52035,NA
"52036",52036,NA
"52037",52037,NA
"52038",52038,NA
"52039",52039,NA
"52040",52040,NA
"52041",52041,NA
"52042",52042,NA
"52043",52043,NA
"52044",52044,NA
"52045",52045,NA
"52046",52046,NA
"52047",52047,NA
"52048",52048,NA
"52049",52049,NA
"52050",52050,NA
"52051",52051,NA
"52052",52052,NA
"52053",52053,NA
"52054",52054,NA
"52055",52055,NA
"52056",52056,NA
"52057",52057,NA
"52058",52058,NA
"52059",52059,NA
"52060",52060,NA
"52061",52061,NA
"52062",52062,NA
"52063",52063,NA
"52064",52064,NA
"52065",52065,NA
"52066",52066,NA
"52067",52067,NA
"52068",52068,NA
"52069",52069,NA
"52070",52070,NA
"52071",52071,NA
"52072",52072,NA
"52073",52073,NA
"52074",52074,NA
"52075",52075,NA
"52076",52076,NA
"52077",52077,NA
"52078",52078,NA
"52079",52079,NA
"52080",52080,NA
"52081",52081,NA
"52082",52082,NA
"52083",52083,NA
"52084",52084,NA
"52085",52085,NA
"52086",52086,NA
"52087",52087,NA
"52088",52088,NA
"52089",52089,NA
"52090",52090,NA
"52091",52091,NA
"52092",52092,NA
"52093",52093,NA
"52094",52094,NA
"52095",52095,NA
"52096",52096,NA
"52097",52097,NA
"52098",52098,NA
"52099",52099,NA
"52100",52100,NA
"52101",52101,NA
"52102",52102,NA
"52103",52103,NA
"52104",52104,NA
"52105",52105,NA
"52106",52106,NA
"52107",52107,NA
"52108",52108,NA
"52109",52109,NA
"52110",52110,NA
"52111",52111,NA
"52112",52112,NA
"52113",52113,NA
"52114",52114,NA
"52115",52115,NA
"52116",52116,NA
"52117",52117,NA
"52118",52118,NA
"52119",52119,NA
"52120",52120,NA
"52121",52121,NA
"52122",52122,NA
"52123",52123,NA
"52124",52124,NA
"52125",52125,NA
"52126",52126,NA
"52127",52127,NA
"52128",52128,NA
"52129",52129,NA
"52130",52130,NA
"52131",52131,NA
"52132",52132,NA
"52133",52133,NA
"52134",52134,NA
"52135",52135,NA
"52136",52136,NA
"52137",52137,NA
"52138",52138,NA
"52139",52139,NA
"52140",52140,NA
"52141",52141,NA
"52142",52142,NA
"52143",52143,NA
"52144",52144,NA
"52145",52145,NA
"52146",52146,NA
"52147",52147,NA
"52148",52148,NA
"52149",52149,NA
"52150",52150,NA
"52151",52151,NA
"52152",52152,NA
"52153",52153,NA
"52154",52154,NA
"52155",52155,NA
"52156",52156,NA
"52157",52157,NA
"52158",52158,NA
"52159",52159,NA
"52160",52160,NA
"52161",52161,NA
"52162",52162,NA
"52163",52163,NA
"52164",52164,NA
"52165",52165,NA
"52166",52166,NA
"52167",52167,NA
"52168",52168,NA
"52169",52169,NA
"52170",52170,NA
"52171",52171,NA
"52172",52172,NA
"52173",52173,NA
"52174",52174,NA
"52175",52175,NA
"52176",52176,NA
"52177",52177,NA
"52178",52178,NA
"52179",52179,NA
"52180",52180,NA
"52181",52181,NA
"52182",52182,NA
"52183",52183,NA
"52184",52184,NA
"52185",52185,NA
"52186",52186,NA
"52187",52187,NA
"52188",52188,NA
"52189",52189,NA
"52190",52190,NA
"52191",52191,NA
"52192",52192,NA
"52193",52193,NA
"52194",52194,NA
"52195",52195,NA
"52196",52196,NA
"52197",52197,NA
"52198",52198,NA
"52199",52199,NA
"52200",52200,NA
"52201",52201,NA
"52202",52202,NA
"52203",52203,NA
"52204",52204,NA
"52205",52205,NA
"52206",52206,NA
"52207",52207,NA
"52208",52208,NA
"52209",52209,NA
"52210",52210,NA
"52211",52211,NA
"52212",52212,NA
"52213",52213,NA
"52214",52214,NA
"52215",52215,NA
"52216",52216,NA
"52217",52217,NA
"52218",52218,NA
"52219",52219,NA
"52220",52220,NA
"52221",52221,NA
"52222",52222,NA
"52223",52223,NA
"52224",52224,NA
"52225",52225,NA
"52226",52226,NA
"52227",52227,NA
"52228",52228,NA
"52229",52229,NA
"52230",52230,NA
"52231",52231,NA
"52232",52232,NA
"52233",52233,NA
"52234",52234,NA
"52235",52235,NA
"52236",52236,NA
"52237",52237,NA
"52238",52238,NA
"52239",52239,NA
"52240",52240,NA
"52241",52241,NA
"52242",52242,NA
"52243",52243,NA
"52244",52244,NA
"52245",52245,NA
"52246",52246,NA
"52247",52247,NA
"52248",52248,NA
"52249",52249,NA
"52250",52250,NA
"52251",52251,NA
"52252",52252,NA
"52253",52253,NA
"52254",52254,NA
"52255",52255,NA
"52256",52256,NA
"52257",52257,NA
"52258",52258,NA
"52259",52259,NA
"52260",52260,NA
"52261",52261,NA
"52262",52262,NA
"52263",52263,NA
"52264",52264,NA
"52265",52265,NA
"52266",52266,NA
"52267",52267,NA
"52268",52268,NA
"52269",52269,NA
"52270",52270,NA
"52271",52271,NA
"52272",52272,NA
"52273",52273,NA
"52274",52274,NA
"52275",52275,NA
"52276",52276,NA
"52277",52277,NA
"52278",52278,NA
"52279",52279,NA
"52280",52280,NA
"52281",52281,NA
"52282",52282,NA
"52283",52283,NA
"52284",52284,NA
"52285",52285,NA
"52286",52286,NA
"52287",52287,NA
"52288",52288,NA
"52289",52289,NA
"52290",52290,NA
"52291",52291,NA
"52292",52292,NA
"52293",52293,NA
"52294",52294,NA
"52295",52295,NA
"52296",52296,NA
"52297",52297,NA
"52298",52298,NA
"52299",52299,NA
"52300",52300,NA
"52301",52301,NA
"52302",52302,NA
"52303",52303,NA
"52304",52304,NA
"52305",52305,NA
"52306",52306,NA
"52307",52307,NA
"52308",52308,NA
"52309",52309,NA
"52310",52310,NA
"52311",52311,NA
"52312",52312,NA
"52313",52313,NA
"52314",52314,NA
"52315",52315,NA
"52316",52316,NA
"52317",52317,NA
"52318",52318,NA
"52319",52319,NA
"52320",52320,NA
"52321",52321,NA
"52322",52322,NA
"52323",52323,NA
"52324",52324,NA
"52325",52325,NA
"52326",52326,NA
"52327",52327,NA
"52328",52328,NA
"52329",52329,NA
"52330",52330,NA
"52331",52331,NA
"52332",52332,NA
"52333",52333,NA
"52334",52334,NA
"52335",52335,NA
"52336",52336,NA
"52337",52337,NA
"52338",52338,NA
"52339",52339,NA
"52340",52340,NA
"52341",52341,NA
"52342",52342,NA
"52343",52343,NA
"52344",52344,NA
"52345",52345,NA
"52346",52346,NA
"52347",52347,NA
"52348",52348,NA
"52349",52349,NA
"52350",52350,NA
"52351",52351,NA
"52352",52352,NA
"52353",52353,NA
"52354",52354,NA
"52355",52355,NA
"52356",52356,NA
"52357",52357,NA
"52358",52358,NA
"52359",52359,NA
"52360",52360,NA
"52361",52361,NA
"52362",52362,NA
"52363",52363,NA
"52364",52364,NA
"52365",52365,NA
"52366",52366,NA
"52367",52367,NA
"52368",52368,NA
"52369",52369,NA
"52370",52370,NA
"52371",52371,NA
"52372",52372,NA
"52373",52373,NA
"52374",52374,NA
"52375",52375,NA
"52376",52376,NA
"52377",52377,NA
"52378",52378,NA
"52379",52379,NA
"52380",52380,NA
"52381",52381,NA
"52382",52382,NA
"52383",52383,NA
"52384",52384,NA
"52385",52385,NA
"52386",52386,NA
"52387",52387,NA
"52388",52388,NA
"52389",52389,NA
"52390",52390,NA
"52391",52391,NA
"52392",52392,NA
"52393",52393,NA
"52394",52394,NA
"52395",52395,NA
"52396",52396,NA
"52397",52397,NA
"52398",52398,NA
"52399",52399,NA
"52400",52400,NA
"52401",52401,NA
"52402",52402,NA
"52403",52403,NA
"52404",52404,NA
"52405",52405,NA
"52406",52406,NA
"52407",52407,NA
"52408",52408,NA
"52409",52409,NA
"52410",52410,NA
"52411",52411,NA
"52412",52412,NA
"52413",52413,NA
"52414",52414,NA
"52415",52415,NA
"52416",52416,NA
"52417",52417,NA
"52418",52418,NA
"52419",52419,NA
"52420",52420,NA
"52421",52421,NA
"52422",52422,NA
"52423",52423,NA
"52424",52424,NA
"52425",52425,NA
"52426",52426,NA
"52427",52427,NA
"52428",52428,NA
"52429",52429,NA
"52430",52430,NA
"52431",52431,NA
"52432",52432,NA
"52433",52433,NA
"52434",52434,NA
"52435",52435,NA
"52436",52436,NA
"52437",52437,NA
"52438",52438,NA
"52439",52439,NA
"52440",52440,NA
"52441",52441,NA
"52442",52442,NA
"52443",52443,NA
"52444",52444,NA
"52445",52445,NA
"52446",52446,NA
"52447",52447,NA
"52448",52448,NA
"52449",52449,NA
"52450",52450,NA
"52451",52451,NA
"52452",52452,NA
"52453",52453,NA
"52454",52454,NA
"52455",52455,NA
"52456",52456,NA
"52457",52457,NA
"52458",52458,NA
"52459",52459,NA
"52460",52460,NA
"52461",52461,NA
"52462",52462,NA
"52463",52463,NA
"52464",52464,NA
"52465",52465,NA
"52466",52466,NA
"52467",52467,NA
"52468",52468,NA
"52469",52469,NA
"52470",52470,NA
"52471",52471,NA
"52472",52472,NA
"52473",52473,NA
"52474",52474,NA
"52475",52475,NA
"52476",52476,NA
"52477",52477,NA
"52478",52478,NA
"52479",52479,NA
"52480",52480,NA
"52481",52481,NA
"52482",52482,NA
"52483",52483,NA
"52484",52484,NA
"52485",52485,NA
"52486",52486,NA
"52487",52487,NA
"52488",52488,NA
"52489",52489,NA
"52490",52490,NA
"52491",52491,NA
"52492",52492,NA
"52493",52493,NA
"52494",52494,NA
"52495",52495,NA
"52496",52496,NA
"52497",52497,NA
"52498",52498,NA
"52499",52499,NA
"52500",52500,NA
"52501",52501,NA
"52502",52502,NA
"52503",52503,NA
"52504",52504,NA
"52505",52505,NA
"52506",52506,NA
"52507",52507,NA
"52508",52508,NA
"52509",52509,NA
"52510",52510,NA
"52511",52511,NA
"52512",52512,NA
"52513",52513,NA
"52514",52514,NA
"52515",52515,NA
"52516",52516,NA
"52517",52517,NA
"52518",52518,NA
"52519",52519,NA
"52520",52520,NA
"52521",52521,NA
"52522",52522,NA
"52523",52523,NA
"52524",52524,NA
"52525",52525,NA
"52526",52526,NA
"52527",52527,NA
"52528",52528,NA
"52529",52529,NA
"52530",52530,NA
"52531",52531,NA
"52532",52532,NA
"52533",52533,NA
"52534",52534,NA
"52535",52535,NA
"52536",52536,NA
"52537",52537,NA
"52538",52538,NA
"52539",52539,NA
"52540",52540,NA
"52541",52541,NA
"52542",52542,NA
"52543",52543,NA
"52544",52544,NA
"52545",52545,NA
"52546",52546,NA
"52547",52547,NA
"52548",52548,NA
"52549",52549,NA
"52550",52550,NA
"52551",52551,NA
"52552",52552,NA
"52553",52553,NA
"52554",52554,NA
"52555",52555,NA
"52556",52556,NA
"52557",52557,NA
"52558",52558,NA
"52559",52559,NA
"52560",52560,NA
"52561",52561,NA
"52562",52562,NA
"52563",52563,NA
"52564",52564,NA
"52565",52565,NA
"52566",52566,NA
"52567",52567,NA
"52568",52568,NA
"52569",52569,NA
"52570",52570,NA
"52571",52571,NA
"52572",52572,NA
"52573",52573,NA
"52574",52574,NA
"52575",52575,NA
"52576",52576,NA
"52577",52577,NA
"52578",52578,NA
"52579",52579,NA
"52580",52580,NA
"52581",52581,NA
"52582",52582,NA
"52583",52583,NA
"52584",52584,NA
"52585",52585,NA
"52586",52586,NA
"52587",52587,NA
"52588",52588,NA
"52589",52589,NA
"52590",52590,NA
"52591",52591,NA
"52592",52592,NA
"52593",52593,NA
"52594",52594,NA
"52595",52595,NA
"52596",52596,NA
"52597",52597,NA
"52598",52598,NA
"52599",52599,NA
"52600",52600,NA
"52601",52601,NA
"52602",52602,NA
"52603",52603,NA
"52604",52604,NA
"52605",52605,NA
"52606",52606,NA
"52607",52607,NA
"52608",52608,NA
"52609",52609,NA
"52610",52610,NA
"52611",52611,NA
"52612",52612,NA
"52613",52613,NA
"52614",52614,NA
"52615",52615,NA
"52616",52616,NA
"52617",52617,NA
"52618",52618,NA
"52619",52619,NA
"52620",52620,NA
"52621",52621,NA
"52622",52622,NA
"52623",52623,NA
"52624",52624,NA
"52625",52625,NA
"52626",52626,NA
"52627",52627,NA
"52628",52628,NA
"52629",52629,NA
"52630",52630,NA
"52631",52631,NA
"52632",52632,NA
"52633",52633,NA
"52634",52634,NA
"52635",52635,NA
"52636",52636,NA
"52637",52637,NA
"52638",52638,NA
"52639",52639,NA
"52640",52640,NA
"52641",52641,NA
"52642",52642,NA
"52643",52643,NA
"52644",52644,NA
"52645",52645,NA
"52646",52646,NA
"52647",52647,NA
"52648",52648,NA
"52649",52649,NA
"52650",52650,NA
"52651",52651,NA
"52652",52652,NA
"52653",52653,NA
"52654",52654,NA
"52655",52655,NA
"52656",52656,NA
"52657",52657,NA
"52658",52658,NA
"52659",52659,NA
"52660",52660,NA
"52661",52661,NA
"52662",52662,NA
"52663",52663,NA
"52664",52664,NA
"52665",52665,NA
"52666",52666,NA
"52667",52667,NA
"52668",52668,NA
"52669",52669,NA
"52670",52670,NA
"52671",52671,NA
"52672",52672,NA
"52673",52673,NA
"52674",52674,NA
"52675",52675,NA
"52676",52676,NA
"52677",52677,NA
"52678",52678,NA
"52679",52679,NA
"52680",52680,NA
"52681",52681,NA
"52682",52682,NA
"52683",52683,NA
"52684",52684,NA
"52685",52685,NA
"52686",52686,NA
"52687",52687,NA
"52688",52688,NA
"52689",52689,NA
"52690",52690,NA
"52691",52691,NA
"52692",52692,NA
"52693",52693,NA
"52694",52694,NA
"52695",52695,NA
"52696",52696,NA
"52697",52697,NA
"52698",52698,NA
"52699",52699,NA
"52700",52700,NA
"52701",52701,NA
"52702",52702,NA
"52703",52703,NA
"52704",52704,NA
"52705",52705,NA
"52706",52706,NA
"52707",52707,NA
"52708",52708,NA
"52709",52709,NA
"52710",52710,NA
"52711",52711,NA
"52712",52712,NA
"52713",52713,NA
"52714",52714,NA
"52715",52715,NA
"52716",52716,NA
"52717",52717,NA
"52718",52718,NA
"52719",52719,NA
"52720",52720,NA
"52721",52721,NA
"52722",52722,NA
"52723",52723,NA
"52724",52724,NA
"52725",52725,NA
"52726",52726,NA
"52727",52727,NA
"52728",52728,NA
"52729",52729,NA
"52730",52730,NA
"52731",52731,NA
"52732",52732,NA
"52733",52733,NA
"52734",52734,NA
"52735",52735,NA
"52736",52736,NA
"52737",52737,NA
"52738",52738,NA
"52739",52739,NA
"52740",52740,NA
"52741",52741,NA
"52742",52742,NA
"52743",52743,NA
"52744",52744,NA
"52745",52745,NA
"52746",52746,NA
"52747",52747,NA
"52748",52748,NA
"52749",52749,NA
"52750",52750,NA
"52751",52751,NA
"52752",52752,NA
"52753",52753,NA
"52754",52754,NA
"52755",52755,NA
"52756",52756,NA
"52757",52757,NA
"52758",52758,NA
"52759",52759,NA
"52760",52760,NA
"52761",52761,NA
"52762",52762,NA
"52763",52763,NA
"52764",52764,NA
"52765",52765,NA
"52766",52766,NA
"52767",52767,NA
"52768",52768,NA
"52769",52769,NA
"52770",52770,NA
"52771",52771,NA
"52772",52772,NA
"52773",52773,NA
"52774",52774,NA
"52775",52775,NA
"52776",52776,NA
"52777",52777,NA
"52778",52778,NA
"52779",52779,NA
"52780",52780,NA
"52781",52781,NA
"52782",52782,NA
"52783",52783,NA
"52784",52784,NA
"52785",52785,NA
"52786",52786,NA
"52787",52787,NA
"52788",52788,NA
"52789",52789,NA
"52790",52790,NA
"52791",52791,NA
"52792",52792,NA
"52793",52793,NA
"52794",52794,NA
"52795",52795,NA
"52796",52796,NA
"52797",52797,NA
"52798",52798,NA
"52799",52799,NA
"52800",52800,NA
"52801",52801,NA
"52802",52802,NA
"52803",52803,NA
"52804",52804,NA
"52805",52805,NA
"52806",52806,NA
"52807",52807,NA
"52808",52808,NA
"52809",52809,NA
"52810",52810,NA
"52811",52811,NA
"52812",52812,NA
"52813",52813,NA
"52814",52814,NA
"52815",52815,NA
"52816",52816,NA
"52817",52817,NA
"52818",52818,NA
"52819",52819,NA
"52820",52820,NA
"52821",52821,NA
"52822",52822,NA
"52823",52823,NA
"52824",52824,NA
"52825",52825,NA
"52826",52826,NA
"52827",52827,NA
"52828",52828,NA
"52829",52829,NA
"52830",52830,NA
"52831",52831,NA
"52832",52832,NA
"52833",52833,NA
"52834",52834,NA
"52835",52835,NA
"52836",52836,NA
"52837",52837,NA
"52838",52838,NA
"52839",52839,NA
"52840",52840,NA
"52841",52841,NA
"52842",52842,NA
"52843",52843,NA
"52844",52844,NA
"52845",52845,NA
"52846",52846,NA
